imdb_id,popularity,budget,revenue,title_wordcount,hasWebpage,runtime,ReleaseOnWeekend,vote_count,vote_average,release_year,budget_adj,revenue_adj
tt0369610,21.558269268171877,2.6731050120005375,7.965182118038932,-0.43939137780142884,1,0.7421931137036198,0,5.722493624384509,0.4178195766342442,1.217736291031667,2.093021751808289,5.810327306960437
tt1392190,18.46239573189435,2.6731050120005375,1.5341330724319684,0.806547394853597,1,0.541385684487579,0,6.430645932118896,1.1725967406103501,1.217736291031667,2.093021751808289,0.9771621408274735
tt2908446,8.083144755116832,1.72518006906434,1.0627605427154005,-1.0623607641289419,1,0.49118382718356873,0,2.2192425610821336,0.1662271886422085,1.217736291031667,1.2715608263119123,0.6229086940349364
tt2488496,6.768126375340891,3.8580111906707844,11.107637670560207,1.42951678118111,1,1.3446154013517424,0,5.415589734997215,1.6757815165944216,1.217736291031667,3.1198479086787665,8.17199592507525
tt2820852,5.5218035978251505,3.621029954936735,7.923939222160639,-0.43939137780142884,1,1.3948172586557526,0,2.7500726216149727,1.424189128602386,1.217736291031667,2.914482677304666,5.7793317841000444
tt1663202,5.369706775843819,2.3176331583994636,2.4095578584982253,-0.43939137780142884,1,2.348652547431947,1,3.8662934341272805,1.2983929346063685,1.217736291031667,1.7849739047471618,1.6350754224055546
tt1340138,5.060283307670709,2.791595629867562,1.8863512558820603,-0.43939137780142884,1,0.79239497100763,0,2.3533709275550994,-0.4627537813378802,1.217736291031667,2.1957043674953396,1.2418668014601695
tt3659388,4.391072614954816,1.67778382191753,2.7632640428218718,-0.43939137780142884,1,1.5956246878717935,0,4.597179363297763,1.801577710590439,1.217736291031667,1.2304877800371057,1.900898369329998
tt2293640,4.2125852849876395,0.8720476204217621,5.943686470062377,-1.0623607641289419,1,-0.9144681773287173,0,2.6886918437375136,0.4178195766342442,1.217736291031667,0.5322459933651817,4.291100462319343
tt2096673,3.4820772283053643,3.2655581013356607,4.226864546211774,-0.43939137780142884,1,-0.7638626054166867,0,3.873113520558109,2.30476248657451,1.217736291031667,2.606434830243539,3.000846903379961
tt2379713,3.39628858332234,4.924426751474006,4.379644760411204,-1.0623607641289419,1,1.947037688999865,0,3.0990337106590444,0.040430994646191216,1.217736291031667,4.043991449862193,3.115666741342079
tt1617661,3.388888988922159,3.2892562960034364,0.4324530496267332,-0.43939137780142884,1,0.7421931137036198,0,1.6020247390921303,-1.2175309453139862,1.217736291031667,2.6269714149905186,0.1492098934279456
tt0470752,3.3410713222595008,-0.5261416704091292,-0.40106941427885046,-0.43939137780142884,1,-0.06103660316054364,0,2.6443612819371265,1.801577710590439,1.217736291031667,-0.6794088717419782,-0.4772122826693893
tt2120120,3.2503125474356147,1.2038213504494313,0.770406146856602,-1.0623607641289419,1,-0.2116421750725743,0,1.190546191098795,-0.4627537813378802,1.217736291031667,0.8197573172889149,0.4031938275784567
tt2395427,3.223144312447393,5.7538610765431795,7.350497316856406,0.806547394853597,1,1.5956246878717935,0,4.292548836054078,1.5499853225984044,1.217736291031667,4.762769759671521,5.348369522443773
tt3460252,3.191596531941827,0.16110391321961395,0.27252500353101555,0.18357800852608414,1,2.9008729777760593,1,2.1158045835478974,1.5499853225984044,1.217736291031667,-0.08384970075710202,0.029018202150837703
tt2446042,3.090809350522259,0.2558964075132337,1.2357514331010333,-0.43939137780142884,1,-0.010834745856533426,0,1.1939562343142092,-0.08536519934982718,1.217736291031667,-0.0017036082074642835,0.75291758364857
tt0478970,2.9710827875590398,2.1991425405324385,2.3282650283192496,-1.0623607641289419,1,0.2903763979675279,0,3.695791273356561,1.0468005466143329,1.217736291031667,1.6822912890601118,1.5739809303108638
tt1661199,2.9599857691449123,1.3697082154632658,2.462819887596227,-1.0623607641289419,0,0.13977082605549723,0,1.0996117053544112,0.7952081586222972,1.217736291031667,0.9635129792507825,1.6751037571124485
tt1951266,2.9058364418473333,2.910086247734587,3.0756861872371313,2.675455553836136,1,1.3446154013517424,0,2.1055744539016543,0.4178195766342442,1.217736291031667,2.2983869831823895,2.1356948721723854
